"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1853062663628321199","Sun Nov 03 15:28:32 +0000 2024","0","@ITZYofficial @aespa_official duhh mana 2 2 nya cewekku ","1853096935483380016","","ITZYofficial","in","","0","0","0","https://x.com/mikasackerzman/status/1853096935483380016","1561202559758798849","mikasackerzman"
"1853096352450015518","Sun Nov 03 15:26:13 +0000 2024","0","hari ini aespa 2 schedule fansign kah?","1853096352450015518","","","in","","0","0","0","https://x.com/archiekainss/status/1853096352450015518","713375810158088192","archiekainss"
"1853096219087925369","Sun Nov 03 15:25:42 +0000 2024","0","setelah atur atur terbitlah akal akalin aje ","1853096219087925369","","","in","106'23","0","0","0","https://x.com/namedlatte/status/1853096219087925369","1331792174762000386","namedlatte"
"1853095971363959096","Sun Nov 03 15:24:43 +0000 2024","0","jangan lupa vote ya mys sayang #2024MAMAVOTE #aespa","1853095971363959096","","","in","asspa","0","0","0","https://x.com/jijelcantikk/status/1853095971363959096","1840691499186716672","jijelcantikk"
"1852705388199846358","Sun Nov 03 15:24:33 +0000 2024","0","@STAYC_official @aespa_official GAA EKSPEKK BAKALL KETEMU SUMPAH!!!","1853095929202839555","","STAYC_official","in","","0","0","0","https://x.com/sachachaee/status/1853095929202839555","1792901294791053312","sachachaee"
"1853095843257287077","Sun Nov 03 15:24:12 +0000 2024","0","njir gue kira editan fans yeyyy akhirnya irene debut solo ","1853095843257287077","","","in","","0","0","0","https://x.com/aerigiii/status/1853095843257287077","1779582641920241664","aerigiii"
"1853045406235849079","Sun Nov 03 15:23:41 +0000 2024","0","@bae0logy skripsi tulis tangan","1853095711203836191","","bae0logy","in","106'23","0","0","0","https://x.com/namedlatte/status/1853095711203836191","1331792174762000386","namedlatte"
"1853079655215145343","Sun Nov 03 15:23:39 +0000 2024","0","@WlNTERI @Rhunjin Aly??? Buat mobilnya aespa sejuta 1 jam ya?","1853095703868035216","","WlNTERI","in","@ILLUSIONEO127. ","0","0","0","https://x.com/maraklee/status/1853095703868035216","488123959","maraklee"
"1853095703108825276","Sun Nov 03 15:23:39 +0000 2024","0","bisa ga ya aespa ke posisi 1","1853095703108825276","","","in","❥9'00","0","1","0","https://x.com/shiiphile/status/1853095703108825276","1738512535865946112","shiiphile"
"1853095331216687414","Sun Nov 03 15:23:37 +0000 2024","0","@eubly hi kak ini ada rs tapi kalo mau req bisa ready stock layout scenery unfiltered gg aespa get ava png+jpg free re-text / no text 6 https://t.co/B3ntTlJmx9","1853095698226659621","https://pbs.twimg.com/media/Gbb1O13aUAAE0Kv.jpg","eubly","in","","0","0","0","https://x.com/antigoret/status/1853095698226659621","1402112440817438722","antigoret"
"1853095657340600463","Sun Nov 03 15:23:28 +0000 2024","0","Sinb yaa ajak lah mereka berdua challenge bareng shhh! nanti yaa please @VIVIZ_official","1853095657340600463","","","in","gatau, gelap soalnya","0","0","0","https://x.com/dinduys/status/1853095657340600463","2993260530","dinduys"
"1853093697749180592","Sun Nov 03 15:23:15 +0000 2024","0","penyebabnya si admin @aespa_official ini aowokwok tiap bulan ada aja huru hara nya. nih kalo rata updatenya mengurangi cemburu sosial yaa lah ini update pilih kadang heran sekedar RT aja gak bisa.","1853095602915266865","","wtbluu","in","","0","0","0","https://x.com/wtbluu/status/1853095602915266865","2998766486","wtbluu"
"1853089602988638573","Sun Nov 03 15:23:13 +0000 2024","0","@falalilule ak dukung yas","1853095597559157098","","falalilule","in","106'23","0","1","0","https://x.com/namedlatte/status/1853095597559157098","1331792174762000386","namedlatte"
"1853093006494318944","Sun Nov 03 15:22:35 +0000 2024","0","@eyizuo Sayang banget kita ga barengan ya semoga nanti anak aespa bisa diajak challengeku deh. Sisihkan waktu untukku pls?","1853095437445853622","","eyizuo","in","BAECHUS. ","0","0","0","https://x.com/Renei/status/1853095437445853622","1450141124035633153","Renei"
"1853095284429222080","Sun Nov 03 15:21:59 +0000 2024","0","Pliss jangan susah2 nanti pada kabur lagi kayak pas bop bop. mana ini katanya lebih susah lagi ","1853095284429222080","","","in","gatau, gelap soalnya","0","0","0","https://x.com/dinduys/status/1853095284429222080","2993260530","dinduys"
"1853051813873983488","Sun Nov 03 15:21:35 +0000 2024","0","@dumpdut @aespa_official BUSET DEMI APAAA SENENG BANGET MAKASIH UDAH NGETAG","1853095184336396785","","dumpdut","in","","0","0","0","https://x.com/samvoerna/status/1853095184336396785","1603229290635874304","samvoerna"
"1853095103294013919","Sun Nov 03 15:21:16 +0000 2024","0","Ini navishnya aespa yah? (Canda)","1853095103294013919","","","in","💓 Tatiana Sophie Aubree 💓","0","0","0","https://x.com/dahyunHEAL/status/1853095103294013919","1227111808734912513","dahyunHEAL"
"1853095017713480040","Sun Nov 03 15:20:55 +0000 2024","0","ak ska bgt gaya promosi aespa yg masih eceran ini ukhuy tetep padat di mushow dan variety show korea this is what i signed up for ","1853095017713480040","","","in","","0","0","0","https://x.com/archiekainss/status/1853095017713480040","713375810158088192","archiekainss"
"1853086213357646308","Sun Nov 03 15:20:07 +0000 2024","1","@alzemissu memang cuki https://t.co/15Xyg2cwdM","1853094814797197462","https://pbs.twimg.com/media/GbeD6ffbQAAYzlf.jpg","alzemissu","in","106'23","0","1","0","https://x.com/namedlatte/status/1853094814797197462","1331792174762000386","namedlatte"
"1853094158703239514","Sun Nov 03 15:17:30 +0000 2024","1","belegug ih aing dulu pernah salah paham MALAH IKUT NAIKIN HT aespa copying txt... DAN GUE TERSADAR DAN MENGHAPUS ITU SEMUA... MAAFKAN AK... AK MENYESAL....","1853094158703239514","","","in","대한민국","0","1","0","https://x.com/keTuAmApiAaa/status/1853094158703239514","1635837203732656128","keTuAmApiAaa"
"1853093300229820470","Sun Nov 03 15:16:36 +0000 2024","0","@naslovesan ngeliatnya sambil ngantuk KIRAIN MEMB AESPA","1853093928553402823","","naslovesan","in","agak mulfan but mostly ateez!","0","0","0","https://x.com/sanshinetoday/status/1853093928553402823","1529306998423990273","sanshinetoday"
"1853093266570526740","Sun Nov 03 15:13:58 +0000 2024","1","put yunho in an aespa mv rn omgfhf https://t.co/NkmyikN1ed","1853093266570526740","https://pbs.twimg.com/media/GbeCfyXbgAAzI8D.jpg","","in"," ﾟ ˖  ꕀ   he ⠀him  .   ⟡","0","0","1","https://x.com/yeorsocute/status/1853093266570526740","1652995276842635269","yeorsocute"
"1853093194373951771","Sun Nov 03 15:13:41 +0000 2024","0","Yee suka ga ngaca pas kemarin soal aespa txt itu kan fandom lu slutshamming sampe spam hate comment di weverse. Kasi tau lah fandom lo dlu baru nasehatin fandom orang.","1853093194373951771","","","in","","0","0","0","https://x.com/ainafternoon/status/1853093194373951771","1770805022504144896","ainafternoon"
